Date,Headline
2021-06-11,"Mehul Choksi was ""unlawfully renditioned"" from Antigua and Barbuda to Dominica so that he would no longer have the option of appealing to the UK Privy Council            		  "
2021-06-11,The US has levelled sanctions against a Yemeni network that it claims was cooperating with Iran's Revolutionary Guard to illicitly transfer tens of millions of dollars to Yemen's Houthi rebels            		  
2021-06-11,"Tunisian Health Ministry reported 2,373 new Covid-19 cases, raising the total number of infections in the country to 362,658.            		  "
2021-06-11,"Amid speculations of expansion of the Uttar Pradesh cabinet ahead of Assembly elections next year, Yogi Adityanath will meet Prime Minister Narendra Modi and BJP National President JP Nadda            		  "
2021-06-11,Here are the best of Business Standard's opinion pieces for Friday            		  
2021-06-11,Congress leader and Leader of Opposition in Karnataka Legislative Assembly Siddaramaiah said that the BJP has taken no action against those party leaders who spoke against Yediyurappa            		  
2021-06-11,"The cash strapped Kerala government has revenue arrears to the tune of Rs 20,146.39 crore of which Rs 5,765.84 crore is outstanding for more than 5 years            		  "
2021-06-11,"Congress Treasurer Pawan Bansal, General Secretaries KC Venugopal, Harish Rawat and Ajay Maken will lead the protests on Friday at various locations in the national capital against the fuel hike            		  "
2021-06-11,Production at DSF-1 Elao field expected to start in a week            		  
2021-06-11,"The recent G7 proposal of a global minimum tax has mixed implications for Indian corporations, foreign majors operating here and the tax authorities            		  "
2021-06-11,Company could help with government's desire to have a semiconductor industry.            		  
2021-06-11,"We have set for ourselves a minimum threshold of cash, come hell or high water, said Dutta            		  "
2021-06-11,"While post-Covid patients are contributing to the footfall, there is also a pick-up in non-Covid treatment.            		  "
2021-06-11,These are for long-term wealth; dynamic funds protect downside risk better            		  
2021-06-11,"The film fraternity continues to believe in the theatrical business - not just for emotional reasons but also for economic ones, says PVR Chairman            		  "
2021-06-11,"Google's YouTube has created an ecosystem that transcends entertainment, information or education            		  "
2021-06-11,Analysts remain sceptical on the profitability from freighter business            		  
2021-06-11,The new farm laws will give further fillip to alternative trading options outside of mandis            		  
2021-06-11,"External Affairs Minister S Jaishankar has held a meeting with India's envoys to the Gulf nations to discuss a host of issues, including encouraging speedy resumption of flights to this region            		  "
2021-06-11,Ligue 1 club Paris Saint-Germain (PSG) on Thursday announced the transfer of Georginio Wijnaldum.            		  
2021-06-11,Ukraine must modify its team shirt for the European Championship after UEFA on Thursday upheld part of a Russian complaint about slogans and a map that included Crimea.            		  
2021-06-11,A full house doesn't mean a full stadium for this year's coronavirus-impacted European Championship.            		  
2021-06-11,"The COVID-19 lockdown witnessed a sharp spike in counterfeiting incidents in pharmaceutical products, especially PPE kits and sanitisers, as per a report by industry body ASPA.            		  "
2021-06-11,"May received the second highest rainfall in 121 years, the IMD said in its monthly report Thursday, attributing two back-to-back cyclones and western disturbances for the record precipitation            		  "
2021-06-11,"Online fashion industry witnessed an order volume growth of 51 per cent and GMV increase of 45 per cent in FY21 as compared to the previous financial year, a report by Unicommerce said on Thursday.            		  "
2021-06-11,"Novak Djokovic and Rafael Nadal know there's something special about the two of them meeting in the French Open semifinals  even if they'd prefer, of course, for it to happen a round later            		  "
2021-06-11,By Dan Levine and Marisa Taylor            		  
2021-06-11,Johnson & Johnson said Thursday that U.S. regulators extended the expiration date on millions of doses of its COVID-19 vaccine by six weeks.            		  
2021-06-11,"The Congress on Thursday termed the Centre's decision to increase the minimum support price (MSP) for kharif crops ""deceit""            		  "
2021-06-11,The Delhi government notified the rules allowing home delivery of liquor for orders placed through mobile applications and websites on Thursday            		  
2021-06-11,A broad improvement in the sector's asset quality and India's plans to transfer soured loans to a proposed bad bank boosts their growth outlook            		  
2021-06-11,Fed officials have repeatedly tamped down fears of inflation running persistently higher than its 2% target            		  
2021-06-11,"Mindspace gives 90% of returns; Brookfield, Embassy to follow suit            		  "
2021-06-11,Amazon.com Inc said on Thursday some corporate employees will be offered the option to return to office for three days a week and work remotely for the other two days.            		  
2021-06-11,"Brent futures rose 30 cents, or 0.4%, to settle at $72.52 a barrel, while U.S. West Texas Intermediate (WTI) crude rose 33 cents, or 0.5%, to end at $70.29            		  "
2021-06-11,"Patna district, which houses the capital city, reported the highest number of deaths at 862            		  "
2021-06-11,The national coverage for the first dose among health care workers is over 82 per cent            		  
2021-06-11,The commission does an elaborate exercise every year of meeting farmer groups and other stakeholders before announcing the kharif and rabi MSPs            		  
2021-06-11,"The Health Ministry and security researchers, however, denied the breach, as news of the hack spread on the internet, sparking panic            		  "
2021-06-11,"At the end of March quarter, the lender had a capital adequacy ratio of 17.5 per cent compared to 19.6 per cent as of December 31            		  "
2021-06-11,"The 30-share Sensex finished 358.83 points or 0.69 per cent higher at 52,300.47. Intra-day, the index swung between a high of 52,346.35 and a low of 51,957.92            		  "
2021-06-11,"These 20 firms combined serve 6.5-million-plus customers, of which 46 per cent are 'new to credit' customers.            		  "
2021-06-10,India and South Africa had submitted a joint proposal for waiving some sections of the TRIPS agreement            		  
2021-06-10,"India is seeing growth in the export of cereals, non-basmati rice, wheat, millets, maize, and other coarse grains.            		  "
2021-06-10,"The company plans to launch an athleisure line, a product mix with other casual items and a mascot, Henry the Sheep            		  "
2021-06-10,"The FBI has attributed the attack to REvil, a Russian-speaking gang that has made some of the largest ransomware demands on record in recent month            		  "
2021-06-10,"Issue price arrived at after valuation by a CA, firm adds            		  "
2021-06-10,Amazon.com Inc could be fined more than $425 million under the European Union's privacy law            		  
2021-06-10,Verizon has been trialing private 5G with several customers and has partnered with the likes of Microsoft and Amazon            		  
2021-06-10,Busts 170 groups for money laundering            		  
2021-06-10,"Book review of The Unicorn's Shadow: Combating the Dangerous Myths That Hold Back Start-Ups, Founders And Investors            		  "
2021-06-10,"Jabs will be given to 92 lower-income nations & the African Union, say officials            		  "
2021-06-10,Sunanda K Datta-Ray discusses the double standards that pervade the Indian political establishment's embrace of unproven scientific nationalism            		  
2021-06-10,India are scheduled to clash with Sri Lanka in three One-day Internationals and as many Twenty20 matches on the tour that will begin on July 13 and conclude on July 25            		  
2021-06-10,The grand old party must stop the accelerating rot            		  
2021-06-10,"Hard-hearted as it may sound, there is no correlation between the loss of lives and national output            		  "
2021-06-10,"Trading rules have come under scrutiny amid wild swings for GameStop Corp., AMC Entertainment Holdings and other companies            		  "
2021-06-10,Threat of devastating third wave is real            		  
2021-06-10,"His films hinge on people who seek to break free from the tyranny of expectation. Defiantly, they go ""nowhere""            		  "
2021-06-10,The Congress on Thursday said that farmers have been cheated again as the MSP doesn't give the price equivalent to the input cost            		  
2021-06-10,"Such networks are popular with large, high-traffic websites and those offering big files to download            		  "
2021-06-10,Business Standard brings you top news of the day            		  
2021-06-10,Brisbane will be offered as the 2032 Olympics host for International Olympic Committee members to confirm in Tokyo next month.            		  
2021-06-10,Guidelines based on their ability to handle masks safety; it does not mean they are not at risk of Covid infection            		  
2021-06-10,Covid-19 induced lockdown measures will continue in 11 districts of Karnataka which have a high positivity rate till June 21            		  
2021-06-10,"Over a dozen entities, including large digital companies like Paytm and MakeMyTrip, are looking at approval for offering vaccine bookings, according to CoWIN head RS Sharma.            		  "
2021-06-10,"Mumbai reported 660 new coronavirus cases on Thursday, the lowest since February 23 this year, and 22 fatalities, the Brihanmumbai Municipal Corporation (BMC) said.            		  "
2021-06-10,The number of children in child labour has risen to 16 crore worldwide -- first increase in two decades -- with millions more at risk due to COVID-19            		  
2021-06-10,Congress leader Rahul Gandhi on Thursday demanded that every person walking into a COVID-19 vaccination centre should get the jab            		  
2021-06-10,People are being forced to choose between food and healthcare            		  
2021-06-10,"Check out the sale details, pricing, and specifications of the OnePlus Nord CE and OnePlus TV U1S            		  "
2021-06-10,"Klarna in March raised $1 billion at a valuation of $31 billion, tripling its price from a previous round in September.            		  "
2021-06-10,"UP CM Yogi Adityanath on Thursday met senior BJP leader and Union minister Amit Shah, and is also likely to call on PM Narendra Modi and party chief JP Nadda during his two-day visit, sources said.            		  "
2021-06-10,"The stock is enough to cover those eligible for the second dose in the next four days, AAP MLA Atishi said            		  "
2021-06-10,"The dollar index, which measures the greenback against a basket of major currencies, has fluctuated narrowly around the psychologically important 90 level, and was last down 0.08% at 90.058.            		  "
2021-06-10,This spans both the waves of the pandemic that started in March 2020.            		  
2021-06-10,"Starlink is in talks with ""several"" airlines for in-flight Wi-Fi, media reports said            		  "
2021-06-10,Yoga practitioner Ramdev had said he does not need the Covid vaccine as he has protection of yoga and ayurveda            		  
2021-06-10,"The requirement, detailed in a memo sent to employees are steps Wall Street is taking to return operations to normal after most of the industry's employees spent more than a year working from home.            		  "
2021-06-10,"Toshiba was found ""to have devised a plan to effectively prevent shareholders from exercising their shareholder proposal right and voting rights""            		  "
2021-06-10,The case relates to Amazon's collection and use of individuals' personal data and violations under EU's landmark data privacy rules known as the General Data Protection Regulation (GDPR)            		  
2021-06-10,This is the second time Modi will be participating in a G7 meeting.            		  
2021-06-10,The variant was first identified in India            		  
2021-06-10,Production from DSF-1 Elao field in Cambay basin expected to being in a weeks            		  
2021-06-10,"Electricity generation is the principal business activity of the group, and its primary source of revenue is from generation and sale of hydroelectricity.            		  "
2021-06-10,"The G7 comprises Canada, France, Germany, Italy, Japan, the United Kingdom and the United States.            		  "
2021-06-10,"The G7 comprises Canada, France, Germany, Italy, Japan, the United Kingdom and the United States.            		  "
2021-06-10,"Commission for Agriculture Costs and Prices calls for comprehensive review of the PM-ASHA scheme for oilseeds, pulses procurement            		  "
2021-06-10,"The RBI will be buying bonds of 20 states in the G-SAP, which will be held on June 17.            		  "
2021-06-10,"According to data, total enrolment improved on a year-on-year basis, but the pupil teacher ratio in universities and colleges fell from 29 in 2018-19 to 28 in 2019-20            		  "
2021-06-10,"The Centre Thursday said it was committed to transform the Padma awards into ""People's Padma""            		  "
2021-06-10,"The caseload is at 2,658,565            		  "
2021-06-10,Walmart-owned Flipkart has announced a new policy for employees            		  
2021-06-10,The first close saw commitments from single-family offices and ultra-high net worth (UHNW) individuals.            		  
2021-06-10,Meme stocks flit between gains and losses; Boeing gains on possible UAL order            		  
2021-06-10,Well placed vis-a-vis competition given healthy balance sheet            		  
2021-06-10,Kumar was admitted to a hospital here due to breathlessness            		  
2021-06-10,Johnson said he continues to assess the vaccination data to decide on whether to end all lockdown measures by June 21.            		  
2021-06-10,"The Centre termed the low Covid vaccination coverage among the healthcare and frontline workers, especially for the second dose, a cause of ""serious concern""            		  "
2021-06-10,German 10-year yields hover near six-week lows; Italy-Germany spread near tightest level in a month            		  
2021-06-10,The brand is also looking at raising Series B funding later this year.            		  
2021-06-10,"Krishna's main contention is that the IT Rules violate his fundamental rights, and go against the provisions of the parent act, the IT Act            		  "
2021-06-10,The Nigerian government had banned Twitter on June 5 after the firm deleted a tweet made by its President            		  
2021-06-10,"In the CoC meeting, resolution professional asked  NBCC to first get permission from Yamuna Express Industrial Development Authority (YEIDA) for its offer to transfer part of land bank to the lender.            		  "
2021-06-10,.            		  
2021-06-10,.            		  
2021-06-10,.            		  
2021-06-10,"While the local housing market was already struggling to attract enough buyers, the current crises have resulted in a fall in average home rates by 1.6 percent dragging India's ranking by 12 positions            		  "
2021-06-10,The increase comes after 9 years            		  
2021-06-10,Trading in the earlier version of RIL PP shares was suspended on May 11.            		  
2021-06-10,"Yes Bank on Thursday received board approval for raising up to Rs 10,000 crore by issuing debt securities.            		  "
2021-06-10,The sessions are on June 12 and 13            		  
2021-06-10,China's Parliament passed the Anti-foreign Sanctions Law            		  
2021-06-10,"This is the highest so far this summer, discom officials said.            		  "
2021-06-10,-            		  
2021-06-10,"Covid provided opportunity for us to grow, says Chandrasekaran            		  "
2021-06-10,"Prices paid by US consumers rose in May by more than forecast, extending a months-long buildup in inflation that risks becoming more established as the economy strengthens            		  "
2021-06-10,Kapil Sibal is a prominent member of the Congress' group of 23 leaders who wrote to party chief Sonia Gandhi seeking organisational overhaul last year            		  
2021-06-10,The employment rate continues to worsen amid the second wave of Covid-19            		  
2021-06-10,China on Thursday welcomed the US move to drop the Trump-era executive orders to ban its popular apps TikTok and WeChat            		  
2021-06-10,Chief Minister M K Stalin likely to make an announcement on this either later on Thursday or Friday morning.            		  
2021-06-10,This is according to the All India Survey on Higher Education (AISHE) 2019-20.            		  
2021-06-10,"In May, Gati Ltd exited its cold chain solutions business, Gati Kausar India Ltd, to focus on express distribution and e-commerce.            		  "
2021-06-10,The announcement from the Basel Committee on Banking Supervision is another sign that the world of traditional finance is responding to the rise of crypto assets            		  
2021-06-10,-            		  
2021-06-10,Startup doubles valuation to $2.1 billion in seven months            		  
2021-06-10,The Employees' State Insurance Corporation (ESIC) is set to extend benefits of its health insurance cover to all casual and contractual workers at municipal bodies            		  
2021-06-10,Adityanath is on a visit to the national capital            		  
2021-06-10,Average percentage decline in employees' salary 2.6% due to pandemic            		  
2021-06-10,"Basel Committee on Banking Supervision says the banking industry faces increased risks from cryptoassets because of the potential for money laundering, wild swings in prices            		  "
2021-06-10,"India has so far administered 242,726,693 vaccine doses. That is 824.43 per cent of its total caseload, and 17.16 per cent of its population            		  "
2021-06-10,"Around 15 state agencies and private companies have asked to be allowed to offer vaccine bookings, says R S Sharma, head of CoWIN platform            		  "
2021-06-10,"He joins Persistent from Epicor Software, where he was responsible for the development and delivery of on-premise and software-as-a-service solutions            		  "
2021-06-10,DDA is planning a 'future-ready' capital and a '24-hour city' with an active nightlife having facilities similar to global megacities.            		  
2021-06-10,Bitcoin and other cryptocurrencies are currently worth around $1.6 trillion globally            		  
2021-06-10,"The S&P BSE Sensex ended at 52,300, up 359 points, or 0.7 per cent, while the Nifty50 closed the session at 15,738-mark, up 102 points            		  "
2021-06-10,The company said it expects that listing of the equity shares will enhance its visibility and brand image and provide liquidity to shareholders.            		  
2021-06-10,Johnson flew to the Group of Seven summit meeting in Cornwall            		  
2021-06-10,"In the last few months SIPs discontinuation were in the range between 700,000 and 800,000.            		  "
2021-06-10,The currency fell by 9 paise            		  
2021-06-10,-            		  
2021-06-10,"Brent crude oil futures were up 18 cents, or 0.25%, at $72.40 a barrel by 1024 GMT,            		  "
2021-06-10,It is available in two variants -- Style priced at Rs 25.99 lakh and Laurin & Klement tagged at Rs 28.99 lakh (ex-showroom India).            		  
2021-06-10,"The Delhi High Court on Thursday declined to stay the release of movie, Nyay: The Justice, scheduled for release on Friday            		  "
2021-06-10,The share of such plans among equity schemes has risen around 7 percentage points from 9.6 per cent to 16.6 per cent in the past five years            		  
2021-06-10,"Till date, assets worth Rs 2.1 trn have been floated through these platforms - 64 per cent through InvITs and 36 per cent through REITs            		  "
2021-06-10,Third round of discovered small field auctions begins            		  
2021-06-10,"While booking an LPG refill through a mobile app/customer portal using registered login, the customer would be shown the list of delivering distributors along with their performance rating            		  "
2021-06-10,This comes amid speculations of leadership change in Karnataka            		  
2021-06-10,ICRA continues to expect a prolonged negative impact of the second wave on consumer sentiment and demand            		  
2021-06-10,Modi announced Rs 2 lakh ex-gratia each for the next of kin of the deceased            		  
2021-06-10,The Covid pandemic has reiterated a massive interdependence among various sectors and the need to ensure inter-connectedness is reflected in policies for effective and service delivery he said.            		  
2021-06-10,A three-member panel was set up to end factionalism in Punjab Congress            		  
2021-06-10,G7 nations have aimed to join forces to end the Covid-19 pandemic            		  
2021-06-10,Adityanath is on a visit to the national capital            		  
2021-06-10,"This growth momentum is expected to be sustained in the current fiscal as well, a top government official said            		  "
2021-06-10,Tata Power on Thursday said its wholly-owned subsidiary CGPL has raised Rs 570 crore through issuance of non-convertible debentures (NCDs).            		  
2021-06-10,"The voting to choose the bidder will end on June 25 and resolve another Rs 9,000 crore of debt of Anil Ambani group company            		  "
2021-06-10,"Traders are waiting for the next catalyst to break Bitcoin from a $30,000 to $40,000 range that's been in place since a collapse from a record of almost $65,000 in April.            		  "
2021-06-10,"Benchmarks rose across the region, but stayed in a relatively narrow range.            		  "
2021-06-10,The Oxford-AstraZeneca vaccine is known in India as Covishield            		  
2021-06-10,"Adani Total Gas, Adani Enterprises and Adani Transmission 'look extended', Bloomberg Intelligence analysts wrote in a June 10 note            		  "
2021-06-10,About 90 per cent of the large organisations stepped up their hiring: report            		  
2021-06-10,"Company to set up fitness equipment vertical, sell smart workout bikes in India market            		  "
2021-06-10,Some relaxations have been allowed            		  
2021-06-10,Goa Tourism Minister Manohar Ajgaonkar on Thursday said that tourism should be opened once everyone in Goa gets a double vaccine dose            		  
2021-06-10,The state's IT exports crossed Rs 1.45 trillion during 2020-21.            		  
2021-06-10,India is the world's third biggest oil importer and consumer            		  
2021-06-10,The AMC allayed investors' fears            		  
2021-06-10,England skipper Joe Root on Wednesday said that his side took the right decision to go for a draw in the first Test against New Zealand.            		  
2021-06-10,"The caseload mounted to 837,226            		  "
2021-06-10,"India's wind industry, which has about 40 gigawatts of capacity now, has been struggling for the past few years due to land challenges.            		  "
2021-06-10,"Chinese smartphone brand vivo on Thursday unveiled a new smartphone --AY73 -- for Indian users at Rs 20,990 for the single storage variant.            		  "
2021-06-10,"The company has claimed that the last 50,000 units have been rolled out in less than six months, as demand has outpaced supply and production has been hampered due to the Covid-19 pandemic.            		  "
2021-06-10,New Zealand's stand-in captain Tom Latham faces uphill task as he leads his team in the second Test against England at Edgbaston where they have lost all their previous four matches            		  
2021-06-10,"The ICC will induct 10 legends of the game into its illustrious Hall of Fame, with two players each from five eras, dating back to cricket's early days            		  "
2021-06-10,People from over 20 villages have been moved to safer areas            		  
2021-06-10,.            		  
2021-06-10,Indian cricket team had its first group training and nets session at the Hampshire Bowl ahead of the World Test Championship (WTC) final against New Zealand            		  
2021-06-10,"On Wednesday, June 9, 2021, Franklin Templeton Mutual Fund purchased 120,000 shares in the company, representing 0.82 per cent stake at Rs 1,984.49 on the BSE via bulk deals.            		  "
2021-06-10,Areas with more than average SC population are 20 per cent less vaccinated than areas with fewer SC population            		  
2021-06-10,"Ajit Agarkar reckons India will have their task cut out in World Test Championship final against New Zealand, who boast of a potent pace attack ever ready to thrive in familiar English conditions            		  "
2021-06-10,"Flu vaccine may help keep kids safe in the third wave, study finds that AstraZeneca shots carry a slightly higher risk of bleeding problem, and more-news relevant to India's fight against the pandemic            		  "
2021-06-10,"Kerala, West Bengal recorded negative wastage of Covid vaccines in May, saving 1.10 lakh and 1.61 lakh doses respectively, while Jharkhand reported maximum wastage of 33.95 per cent, according to data            		  "
2021-06-10,Surging commodity prices and robust demand during the Covid-19 crisis are key factors            		  
2021-06-10,"Myanmar's military junta on Thursday levelled new corruption charges against deposed leader Aung San Suu Kyi and other former officials from her government, National League for Democracy (NLD).            		  "
2021-06-10,Health officials and experts in Asia have welcomed US plans to share 500 million more doses of the Pfizer vaccine with the developing world            		  
2021-06-10,This comes after reports of alleged mass felling and smuggling of centuries-old rosewood trees from the forest land in  Kerala's Wayanad district.            		  
2021-06-10,"At close, Daniel Lawrence was batting on 67 (100 balls, 11x4s) and Mark Wood was on 16 (58 balls, 1x4). Check England vs New Zealand highlights and scorecard            		  "
2021-06-10,The smog tower is coming up at Connaught Place            		  
2021-06-10,"The UPSC has decided to commence interviews for civil services examination 2020, which were deferred due to a surge in Covid-19 cases, from August 2, according to an official statement.            		  "
2021-06-10,The refinery is part of the world's biggest refining complex in the city of Jamnagar in Gujarat            		  
2021-06-10,US stock futures pointed to a flat open on Wall Street.            		  
2021-06-10,The remark comes a day after Jitin Prasada switched to the BJP            		  
2021-06-10,Here is how the government is planning to ensure safety of children from Covid amid theories and reports suggesting possibilities of a third wave            		  
2021-06-10,"According to the BSE data, the non-retail portion of Accelya OFS's was subscribed fully or 102 per cent            		  "
2021-06-10,"SK Telecom decided to spin off a new investment company in November to expand its foothold in new tech sectors, as well as conduct a 5-for-1 stock split aimed at improving shareholder value            		  "
2021-06-10,The pandemic has shaken up the Economist Intelligence Unit's annual ranking of most liveable cities            		  
2021-06-10,"Despite the Covid pandemic, Telangana recorded nearly 13 per cent growth in IT and ITeS  exports at over Rs 1.45 lakh crore over last fiscal, Minister  for IT and Industries KT Rama Rao said            		  "
2021-06-10,"While most Americans go about their calmer post-Trumpian lives under the Biden administration, a significant number of their fellow citizens live in a different reality.            		  "
2021-06-10,"Three oxygen storage plants with a total capacity of 171 MT have been installed so far in the city to prepare for a possible third wave of Covid-19, Chief Minister Arvind Kejriwal said on Thursday            		  "
2021-06-10,Nearly 73% of business decision makers are considering redesigning physical spaces to better accommodate hybrid work environments            		  
2021-06-10,"The total number of Covid-19 fatalities in Bihar took a drastic upward leap of 3,951 in a day after the figures were revised by the state health department on Wednesday            		  "
2021-06-10,"To take on Apple, Facebook is reportedly planning to launch its first smartwatch likely to be priced around $400 that may feature a display with two cameras.            		  "
2021-06-10,Merchant payment and lending service provider BharatPe on Thursday said it has acquired Payback India from American Express and ICICI Investments Strategic Fund.            		  
2021-06-10,"The OnePlus Nord CE and OnePlus TV U1S will launch at the OnePlus Summer Launch event, a virtual event that will livestream on OnePlus website and social media handles at 7pm in India            		  "
2021-06-10,Karnataka Chief Minister B S Yediyurappa on Thursday congratulated the Indian Institute of  Science (IISc) here for being ranked the world's top research  university by an international agency            		  
2021-06-10,President Joe Biden plans to announce on Thursday that the US will purchase and donate half a billion (50 crore) doses of Pfizer vaccines to 92 low- and lower-middle-income countries            		  
2021-06-10,Easy Trip Planners have rallied 127% in the past one month on anticipation that pent up demand would boost the travel and tourism segment            		  
2021-06-10,"The cumulative number of Covid-19 vaccine doses administered under the nationwide vaccination drive has exceeded 24 crores, the Ministry of Health and Family Welfare informed on Thursday            		  "
2021-06-10,"Wipro IT Services, has approved a proposal for issuing US dollar denominated notes of up to USD 750 million            		  "
2021-06-10,"While more than 3 in 4 Indian workers are keen on flexible remote work options, 57 per cent employees feel overworked as digital intensity increases in the country, a new Microsoft report showed            		  "
2021-06-10,"Priti Choksi, wife of a fugitive businessman in an interview on Thursday lambasted Barbara Jabarica's claims regarding Mehul Choksi            		  "
2021-06-10,"The meeting of the three-member Congress panel comprising Mallikarjun Kharge, Harish Rawat and JP Aggarwal, constituted after factionalism surfaced in Punjab Congress, will be held on Thursday            		  "
2021-06-10,JSW Steel on Thursday posted a 10 per cent growth in its crude steel production at 13.67 lakh tonne (LT) during May 2021            		  
2021-06-10,"Families of the deceased will be given Rs 5 lakh each as compensation, said Maharashtra Minister Aslam Shaikh on Malad West building collapse incident            		  "
2021-06-10,"The Chinese mainland on Wednesday reported six new locally transmitted Covid-19 cases, all in Guangdong Province, the National Health Commission said in its daily report on Thursday            		  "
2021-06-10,Cyber-security researchers in India on Thursday said they have discovered a malicious free gift campaign pretending to be an offer from Tata Motors that is collecting users' data            		  
2021-06-10,The investment in 1MG is in line with Tata Group's vision of creating a digital ecosystem which addresses the consumer needs across categories in a unified manner            		  
2021-06-10,"Cricuru is an online platform for cricket coaching, which it delivers through a repository of video tutorials by professional cricketers and an AI-powered tool            		  "
2021-06-10,"Spot gold was down 0.1 per cent at $1,886.66 per ounce, as of 3.05am GMT            		  "
2021-06-10,"Oil prices fell on Thursday as inventory data in the United States, the world's top oil consumer, showed a surge in gasoline stocks that indicates weaker-than-expected fuel demand            		  "
2021-06-10,Union Minister Piyush Goyal on Thursday condoled the loss of lives in a residential structure collapse in the New Collector compound in Malad West of Mumbai            		  
2021-06-10,"The apex bodies representing the dealers have appealed for relief from all vehicle makers, who are yet to announce a similar financial package like last year            		  "
2021-06-10,"The UK's Competition and Markets Authority (CMA) has launched an investigation into flag carrier, British Airways (BA) and the Irish airline Ryanair            		  "
2021-06-10,A group of 79 company bosses and investors managing $41 trillion issued separate calls on Thursday for world leaders to accelerate action on climate change            		  
2021-06-10,A group of 79 company bosses and investors managing $41 trillion issued separate calls on Thursday for world leaders to accelerate action on climate change            		  
2021-06-10,"G-7's proposals part of global revival of initiatives to target the rich, from Buenos Aires to Stockholm to Washington.            		  "
2021-06-10,"In the past one month, the stock of Astral has rallied 27 per cent, as compared to a 5 per cent rise in the S&P BSE Sensex            		  "
2021-06-10,European Union (EU) lawmakers have approved a new travel certificate that will allow people to move freely within the bloc without having to quarantine or taking extra coronavirus tests            		  
2021-06-10,LG Electronics on Thursday unveiled a mobile application for pedestrian safety as the South Korean tech giant eyes to beef up its presence in the software sector            		  
2021-06-10,"Tesla Inc will deliver a high-performance version of its Model S on Thursday, aiming to reignite interest in the nearly decade-old sedan            		  "
2021-06-10,"Apple which hit the delay button on its Podcast Subscriptions programme, has now told podcasters that its finally launching in-app subscriptions next week            		  "
2021-06-10,The Director General of Health Services (DGHC) under the Union Health Ministry on Wednesday issued guidelines for the management of Covid-19 in children below 18 years of age            		  
2021-06-10,"Eminent film director Buddhadeb Dasgupta died at his residence here early on Thursday due to  old-age related ailments, family members said            		  "
2021-06-10,India will be receiving a share of the 80 million unused Covid-19 vaccines through the UN-backed COVAX global vaccine sharing programme that President Joe Biden has announced            		  
2021-06-10,"India reported 94,052 new Covid-19 cases, while the death toll climbed to 3,59,676 with 6,148 fatalities being recorded in a day, the highest since the outbreak of the pandemic            		  "
2021-06-10,"Indian shares rose on Thursday, with information technology and energy companies gaining the most, as investors awaited US inflation data and the outcome of a European Central Bank meeting            		  "
2021-06-10,"The anti-racism movement in cricket needs more than just players taking a knee before matches in order for it to have some meaning and substance, feels West Indies all-rounder Jason Holder            		  "
2021-06-10,The council meet is expected to deliberate the exemption and concession on Covid-19 related items            		  
2021-06-10,"Chinese e-commerce leader Alibaba Group Holding Ltd plans to develop self-driving trucks with logistics subsidiary Cainiao, Chief Technology Officer Cheng Li said on Thursday            		  "
2021-06-10,"HDFC Mutual Fund bought 4.94 million shares, representing 1.4 per cent stake, in IRB Infra via open market            		  "
2021-06-10,"There are 60,000 ultra-high-net-worth individuals worldwide with a combined $22 trillion.            		  "
2021-06-10,One of the top universities in China is facing criticism for using women to lure applicants into a sexually suggestive online advertisement            		  
2021-06-10,The Ahmedabad administration has taken up surveillance work and is conducting a pediatric survey to identify the most vulnerable children in order to make timely arrangements for their protection            		  
2021-06-10,The government has recently set the maximum price that private hospitals can charge for the three Covid-19 vaccines currently available in India            		  
2021-06-10,"Bata India's gross margins witnessed an improvement of around 160 basis points (bps) quarter-on-quarter (QoQ) to 53.1 per cent, indicating green shoots in formal and fashion footwear demand            		  "
2021-06-10,Delhi Police's Cyber Cell on Wednesday busted a syndicate run by a group of Chinese nationals who were stealing data and have cheated over 5 lakh Indians of over Rs 150 crores via fake investment apps            		  
2021-06-10,Asian Games gold medal-winning former boxer Dingko Singh died on Thursday after a long battle with liver cancer            		  
2021-06-10,"UK Prime Minister Boris Johnson and US President Joe Biden will meet in-person for the first time on Thursday in Cornwall, ahead of the UK-hosted G7 Leaders' Summit starting on Friday            		  "
2021-06-10,"REL has four key businesses Religare Finvest Limited (RFL) for SME finance, Care Health Insurance Limited (CHIL) - health insurance, Religare Broking Ltd (RBL) and Religare Housing Development Finance            		  "
2021-06-10,US President Joe Biden has signed an executive order revoking the Trump-era bans on Chinese application TikTok and WeChat and signed another executive order to protect US information technology            		  
2021-06-10,Companies hesitant to invest in new projects as financing is difficult to come by and long-term demand is uncertain.            		  
2021-06-10,An extradition treaty between South Africa and the UAE have been ratified paving the way for Indian-origin businessmen Gupta brothers to be returned to the African nation from Dubai            		  
2021-06-10,External Affairs Minister (EAM) S Jaishankar on Thursday arrived in Kuwait as part of his bilateral visit to the Gulf country.            		  
2021-06-10,"Members of the Uyghur diaspora who speak publicly about the arbitrary detention of their family members or criticize human rights violations, face vague charges of terrorism by Chinese authorities            		  "
2021-06-10,World number one Novak Djokovic will lock horns with defending champion Rafael Nadal in the semi-finals of the ongoing French Open on Friday            		  
2021-06-10,"It was designed as an innovative way to promote Covid-19 vaccinations, but Washington's new 'joints for jabs' programme is off to a rough start            		  "
2021-06-10,"Top US and Chinese commerce officials agreed to promote healthy trade and cooperate over differences, China's commerce ministry said on Thursday            		  "
